Concessionaria;mes_ano;Sentido;Praca;Categoria;Tipo_de_veiculo;Volume_total
17.CRO;May-18;Norte;P1;Veículo Comercial 5 eixos;Comercial;2416
17.CRO;May-18;Sul;P1;Veículo Comercial 5 eixos;Comercial;1405
17.CRO;Jun-18;Norte;P1;Veículo Comercial 5 eixos;Comercial;4087
17.CRO;Jun-18;Sul;P1;Veículo Comercial 5 eixos;Comercial;2071
17.CRO;Jul-18;Norte;P1;Veículo Comercial 5 eixos;Comercial;3686
17.CRO;Jul-18;Sul;P1;Veículo Comercial 5 eixos;Comercial;2181
17.CRO;Aug-18;Norte;P1;Veículo Comercial 5 eixos;Comercial;3527
17.CRO;Aug-18;Sul;P1;Veículo Comercial 5 eixos;Comercial;2137
17.CRO;Sep-18;Norte;P1;Veículo Comercial 5 eixos;Comercial;3416
17.CRO;Sep-18;Sul;P1;Veículo Comercial 5 eixos;Comercial;2080
17.CRO;Oct-18;Norte;P1;Veículo Comercial 5 eixos;Comercial;3621
17.CRO;Oct-18;Sul;P1;Veículo Comercial 5 eixos;Comercial;2345
17.CRO;Nov-18;Norte;P1;Veículo Comercial 5 eixos;Comercial;3567
17.CRO;Nov-18;Sul;P1;Veículo Comercial 5 eixos;Comercial;2419
17.CRO;Dec-18;Norte;P1;Veículo Comercial 5 eixos;Comercial;3248
17.CRO;Dec-18;Sul;P1;Veículo Comercial 5 eixos;Comercial;2177
17.CRO;Jan-18;Norte;P1;Veículo Comercial 6 eixos;Comercial;7172
17.CRO;Jan-18;Sul;P1;Veículo Comercial 6 eixos;Comercial;8335
17.CRO;Feb-18;Norte;P1;Veículo Comercial 6 eixos;Comercial;6274
17.CRO;Feb-18;Sul;P1;Veículo Comercial 6 eixos;Comercial;8442
17.CRO;Mar-18;Norte;P1;Veículo Comercial 6 eixos;Comercial;6823
17.CRO;Mar-18;Sul;P1;Veículo Comercial 6 eixos;Comercial;9907
17.CRO;Apr-18;Norte;P1;Veículo Comercial 6 eixos;Comercial;6766
17.CRO;Apr-18;Sul;P1;Veículo Comercial 6 eixos;Comercial;8773
17.CRO;May-18;Norte;P1;Veículo Comercial 6 eixos;Comercial;5293
17.CRO;May-18;Sul;P1;Veículo Comercial 6 eixos;Comercial;6817
17.CRO;Jun-18;Norte;P1;Veículo Comercial 6 eixos;Comercial;8286
17.CRO;Jun-18;Sul;P1;Veículo Comercial 6 eixos;Comercial;10216
17.CRO;Jul-18;Norte;P1;Veículo Comercial 6 eixos;Comercial;7846
17.CRO;Jul-18;Sul;P1;Veículo Comercial 6 eixos;Comercial;10269
17.CRO;Aug-18;Norte;P1;Veículo Comercial 6 eixos;Comercial;7872
17.CRO;Aug-18;Sul;P1;Veículo Comercial 6 eixos;Comercial;10773
17.CRO;Sep-18;Norte;P1;Veículo Comercial 6 eixos;Comercial;7736
17.CRO;Sep-18;Sul;P1;Veículo Comercial 6 eixos;Comercial;10317
17.CRO;Oct-18;Norte;P1;Veículo Comercial 6 eixos;Comercial;7950
17.CRO;Oct-18;Sul;P1;Veículo Comercial 6 eixos;Comercial;10381
17.CRO;Nov-18;Norte;P1;Veículo Comercial 6 eixos;Comercial;7790
17.CRO;Nov-18;Sul;P1;Veículo Comercial 6 eixos;Comercial;9870
17.CRO;Dec-18;Norte;P1;Veículo Comercial 6 eixos;Comercial;7220
17.CRO;Dec-18;Sul;P1;Veículo Comercial 6 eixos;Comercial;10077
17.CRO;Jan-18;Norte;P1;Moto;Moto;882
17.CRO;Jan-18;Sul;P1;Moto;Moto;745
17.CRO;Feb-18;Norte;P1;Moto;Moto;774
17.CRO;Feb-18;Sul;P1;Moto;Moto;735
17.CRO;Mar-18;Norte;P1;Moto;Moto;863
17.CRO;Mar-18;Sul;P1;Moto;Moto;894
17.CRO;Apr-18;Norte;P1;Moto;Moto;773
17.CRO;Apr-18;Sul;P1;Moto;Moto;747
17.CRO;May-18;Norte;P1;Moto;Moto;679
17.CRO;May-18;Sul;P1;Moto;Moto;687
17.CRO;Jun-18;Norte;P1;Moto;Moto;644
17.CRO;Jun-18;Sul;P1;Moto;Moto;641
17.CRO;Jul-18;Norte;P1;Moto;Moto;772
17.CRO;Jul-18;Sul;P1;Moto;Moto;777
17.CRO;Aug-18;Norte;P1;Moto;Moto;685
17.CRO;Aug-18;Sul;P1;Moto;Moto;695
17.CRO;Sep-18;Norte;P1;Moto;Moto;745
17.CRO;Sep-18;Sul;P1;Moto;Moto;760
17.CRO;Oct-18;Norte;P1;Moto;Moto;762
17.CRO;Oct-18;Sul;P1;Moto;Moto;781
17.CRO;Nov-18;Norte;P1;Moto;Moto;870
17.CRO;Nov-18;Sul;P1;Moto;Moto;897
17.CRO;Dec-18;Norte;P1;Moto;Moto;847
17.CRO;Dec-18;Sul;P1;Moto;Moto;955
17.CRO;Jan-18;Norte;P1;Veículo Comercial 7 eixos;Comercial;8129
17.CRO;Jan-18;Sul;P1;Veículo Comercial 7 eixos;Comercial;7329
17.CRO;Feb-18;Norte;P1;Veículo Comercial 7 eixos;Comercial;6472
17.CRO;Feb-18;Sul;P1;Veículo Comercial 7 eixos;Comercial;7265
17.CRO;Mar-18;Norte;P1;Veículo Comercial 7 eixos;Comercial;5742
17.CRO;Mar-18;Sul;P1;Veículo Comercial 7 eixos;Comercial;6686
17.CRO;Apr-18;Norte;P1;Veículo Comercial 7 eixos;Comercial;5092
17.CRO;Apr-18;Sul;P1;Veículo Comercial 7 eixos;Comercial;6255
17.CRO;May-18;Norte;P1;Veículo Comercial 7 eixos;Comercial;3946
17.CRO;May-18;Sul;P1;Veículo Comercial 7 eixos;Comercial;5304
17.CRO;Jun-18;Norte;P1;Veículo Comercial 7 eixos;Comercial;6024
17.CRO;Jun-18;Sul;P1;Veículo Comercial 7 eixos;Comercial;8786
17.CRO;Jul-18;Norte;P1;Veículo Comercial 7 eixos;Comercial;6351
17.CRO;Jul-18;Sul;P1;Veículo Comercial 7 eixos;Comercial;8583
17.CRO;Aug-18;Norte;P1;Veículo Comercial 7 eixos;Comercial;6369
17.CRO;Aug-18;Sul;P1;Veículo Comercial 7 eixos;Comercial;7957
17.CRO;Sep-18;Norte;P1;Veículo Comercial 7 eixos;Comercial;6268
17.CRO;Sep-18;Sul;P1;Veículo Comercial 7 eixos;Comercial;7620
17.CRO;Oct-18;Norte;P1;Veículo Comercial 7 eixos;Comercial;6533
17.CRO;Oct-18;Sul;P1;Veículo Comercial 7 eixos;Comercial;7987
17.CRO;Nov-18;Norte;P1;Veículo Comercial 7 eixos;Comercial;6546
17.CRO;Nov-18;Sul;P1;Veículo Comercial 7 eixos;Comercial;8152
17.CRO;Dec-18;Norte;P1;Veículo Comercial 7 eixos;Comercial;5437
17.CRO;Dec-18;Sul;P1;Veículo Comercial 7 eixos;Comercial;7548
17.CRO;Jan-18;Norte;P1;Veículo Comercial 8 eixos;Comercial;55
17.CRO;Jan-18;Sul;P1;Veículo Comercial 8 eixos;Comercial;18
17.CRO;Feb-18;Norte;P1;Veículo Comercial 8 eixos;Comercial;35
17.CRO;Feb-18;Sul;P1;Veículo Comercial 8 eixos;Comercial;18
17.CRO;Mar-18;Norte;P1;Veículo Comercial 8 eixos;Comercial;53
17.CRO;Mar-18;Sul;P1;Veículo Comercial 8 eixos;Comercial;25
17.CRO;Apr-18;Norte;P1;Veículo Comercial 8 eixos;Comercial;32
17.CRO;Apr-18;Sul;P1;Veículo Comercial 8 eixos;Comercial;19
17.CRO;May-18;Norte;P1;Veículo Comercial 8 eixos;Comercial;25
17.CRO;May-18;Sul;P1;Veículo Comercial 8 eixos;Comercial;24
17.CRO;Jun-18;Norte;P1;Veículo Comercial 8 eixos;Comercial;46
17.CRO;Jun-18;Sul;P1;Veículo Comercial 8 eixos;Comercial;38
17.CRO;Jul-18;Norte;P1;Veículo Comercial 8 eixos;Comercial;42
17.CRO;Jul-18;Sul;P1;Veículo Comercial 8 eixos;Comercial;25
17.CRO;Aug-18;Norte;P1;Veículo Comercial 8 eixos;Comercial;49
17.CRO;Aug-18;Sul;P1;Veículo Comercial 8 eixos;Comercial;27
17.CRO;Sep-18;Norte;P1;Veículo Comercial 8 eixos;Comercial;56
17.CRO;Sep-18;Sul;P1;Veículo Comercial 8 eixos;Comercial;35
17.CRO;Oct-18;Norte;P1;Veículo Comercial 8 eixos;Comercial;59
17.CRO;Oct-18;Sul;P1;Veículo Comercial 8 eixos;Comercial;43
17.CRO;Nov-18;Norte;P1;Veículo Comercial 8 eixos;Comercial;60
17.CRO;Nov-18;Sul;P1;Veículo Comercial 8 eixos;Comercial;42
17.CRO;Dec-18;Norte;P1;Veículo Comercial 8 eixos;Comercial;47
17.CRO;Dec-18;Sul;P1;Veículo Comercial 8 eixos;Comercial;50
17.CRO;Jan-18;Norte;P1;Veículo Comercial 9 eixos;Comercial;4121
17.CRO;Jan-18;Sul;P1;Veículo Comercial 9 eixos;Comercial;3699
17.CRO;Feb-18;Norte;P1;Veículo Comercial 9 eixos;Comercial;3087
17.CRO;Feb-18;Sul;P1;Veículo Comercial 9 eixos;Comercial;3432
17.CRO;Mar-18;Norte;P1;Veículo Comercial 9 eixos;Comercial;2970
17.CRO;Mar-18;Sul;P1;Veículo Comercial 9 eixos;Comercial;3307
17.CRO;Apr-18;Norte;P1;Veículo Comercial 9 eixos;Comercial;2442
17.CRO;Apr-18;Sul;P1;Veículo Comercial 9 eixos;Comercial;3466
17.CRO;May-18;Norte;P1;Veículo Comercial 9 eixos;Comercial;1798
17.CRO;May-18;Sul;P1;Veículo Comercial 9 eixos;Comercial;3018
17.CRO;Jun-18;Norte;P1;Veículo Comercial 9 eixos;Comercial;2676
17.CRO;Jun-18;Sul;P1;Veículo Comercial 9 eixos;Comercial;5700
17.CRO;Jul-18;Norte;P1;Veículo Comercial 9 eixos;Comercial;2843
17.CRO;Jul-18;Sul;P1;Veículo Comercial 9 eixos;Comercial;4162
17.CRO;Aug-18;Norte;P1;Veículo Comercial 9 eixos;Comercial;3096
17.CRO;Aug-18;Sul;P1;Veículo Comercial 9 eixos;Comercial;4296
17.CRO;Sep-18;Norte;P1;Veículo Comercial 9 eixos;Comercial;3211
17.CRO;Sep-18;Sul;P1;Veículo Comercial 9 eixos;Comercial;3884
17.CRO;Oct-18;Norte;P1;Veículo Comercial 9 eixos;Comercial;3493
17.CRO;Oct-18;Sul;P1;Veículo Comercial 9 eixos;Comercial;4410
17.CRO;Nov-18;Norte;P1;Veículo Comercial 9 eixos;Comercial;3761
17.CRO;Nov-18;Sul;P1;Veículo Comercial 9 eixos;Comercial;4099
17.CRO;Dec-18;Norte;P1;Veículo Comercial 9 eixos;Comercial;3002
17.CRO;Dec-18;Sul;P1;Veículo Comercial 9 eixos;Comercial;4423
17.CRO;Jan-18;Norte;P1;Veículo Comercial 10 eixos;Comercial;1
17.CRO;Jan-18;Sul;P1;Veículo Comercial 10 eixos;Comercial;0
17.CRO;Feb-18;Norte;P1;Veículo Comercial 10 eixos;Comercial;0
17.CRO;Feb-18;Sul;P1;Veículo Comercial 10 eixos;Comercial;0
17.CRO;Mar-18;Norte;P1;Veículo Comercial 10 eixos;Comercial;0
17.CRO;Mar-18;Sul;P1;Veículo Comercial 10 eixos;Comercial;1
17.CRO;Apr-18;Norte;P1;Veículo Comercial 10 eixos;Comercial;0
17.CRO;Apr-18;Sul;P1;Veículo Comercial 10 eixos;Comercial;0
17.CRO;May-18;Norte;P1;Veículo Comercial 10 eixos;Comercial;0
17.CRO;May-18;Sul;P1;Veículo Comercial 10 eixos;Comercial;0
17.CRO;Jun-18;Norte;P1;Veículo Comercial 10 eixos;Comercial;1
17.CRO;Jun-18;Sul;P1;Veículo Comercial 10 eixos;Comercial;1
17.CRO;Jul-18;Norte;P1;Veículo Comercial 10 eixos;Comercial;0
17.CRO;Jul-18;Sul;P1;Veículo Comercial 10 eixos;Comercial;0
17.CRO;Aug-18;Norte;P1;Veículo Comercial 10 eixos;Comercial;1
17.CRO;Aug-18;Sul;P1;Veículo Comercial 10 eixos;Comercial;0
17.CRO;Sep-18;Norte;P1;Veículo Comercial 10 eixos;Comercial;1
17.CRO;Sep-18;Sul;P1;Veículo Comercial 10 eixos;Comercial;0
17.CRO;Oct-18;Norte;P1;Veículo Comercial 10 eixos;Comercial;0
17.CRO;Oct-18;Sul;P1;Veículo Comercial 10 eixos;Comercial;0
17.CRO;Nov-18;Norte;P1;Veículo Comercial 10 eixos;Comercial;0
17.CRO;Nov-18;Sul;P1;Veículo Comercial 10 eixos;Comercial;0
17.CRO;Dec-18;Norte;P1;Veículo Comercial 10 eixos;Comercial;0
17.CRO;Dec-18;Sul;P1;Veículo Comercial 10 eixos;Comercial;0
17.CRO;Jan-18;Norte;P1;Veículo Comercial Acima 10 eixos;Comercial;0
17.CRO;Jan-18;Sul;P1;Veículo Comercial Acima 10 eixos;Comercial;0
17.CRO;Feb-18;Norte;P1;Veículo Comercial Acima 10 eixos;Comercial;0
17.CRO;Feb-18;Sul;P1;Veículo Comercial Acima 10 eixos;Comercial;0
17.CRO;Mar-18;Norte;P1;Veículo Comercial Acima 10 eixos;Comercial;0
17.CRO;Mar-18;Sul;P1;Veículo Comercial Acima 10 eixos;Comercial;0
17.CRO;Apr-18;Norte;P1;Veículo Comercial Acima 10 eixos;Comercial;0
17.CRO;Apr-18;Sul;P1;Veículo Comercial Acima 10 eixos;Comercial;0
17.CRO;May-18;Norte;P1;Veículo Comercial Acima 10 eixos;Comercial;0
17.CRO;May-18;Sul;P1;Veículo Comercial Acima 10 eixos;Comercial;0
17.CRO;Jun-18;Norte;P1;Veículo Comercial Acima 10 eixos;Comercial;0
17.CRO;Jun-18;Sul;P1;Veículo Comercial Acima 10 eixos;Comercial;0
17.CRO;Jul-18;Norte;P1;Veículo Comercial Acima 10 eixos;Comercial;0
17.CRO;Jul-18;Sul;P1;Veículo Comercial Acima 10 eixos;Comercial;0
17.CRO;Aug-18;Norte;P1;Veículo Comercial Acima 10 eixos;Comercial;0
17.CRO;Aug-18;Sul;P1;Veículo Comercial Acima 10 eixos;Comercial;0
17.CRO;Sep-18;Norte;P1;Veículo Comercial Acima 10 eixos;Comercial;0
17.CRO;Sep-18;Sul;P1;Veículo Comercial Acima 10 eixos;Comercial;0
17.CRO;Oct-18;Norte;P1;Veículo Comercial Acima 10 eixos;Comercial;0
17.CRO;Oct-18;Sul;P1;Veículo Comercial Acima 10 eixos;Comercial;0
17.CRO;Nov-18;Norte;P1;Veículo Comercial Acima 10 eixos;Comercial;0
17.CRO;Nov-18;Sul;P1;Veículo Comercial Acima 10 eixos;Comercial;0
17.CRO;Dec-18;Norte;P1;Veículo Comercial Acima 10 eixos;Comercial;0
17.CRO;Dec-18;Sul;P1;Veículo Comercial Acima 10 eixos;Comercial;0
17.CRO;Jan-18;Norte;P2;Veículo de Passeio 2 eixos;Passeio;90031
17.CRO;Jan-18;Sul;P2;Veículo de Passeio 2 eixos;Passeio;75032
17.CRO;Feb-18;Norte;P2;Veículo de Passeio 2 eixos;Passeio;58300
17.CRO;Feb-18;Sul;P2;Veículo de Passeio 2 eixos;Passeio;56845
17.CRO;Mar-18;Norte;P2;Veículo de Passeio 2 eixos;Passeio;60168
17.CRO;Mar-18;Sul;P2;Veículo de Passeio 2 eixos;Passeio;60554
17.CRO;Apr-18;Norte;P2;Veículo de Passeio 2 eixos;Passeio;60028
17.CRO;Apr-18;Sul;P2;Veículo de Passeio 2 eixos;Passeio;58847
17.CRO;May-18;Norte;P2;Veículo de Passeio 2 eixos;Passeio;57362
17.CRO;May-18;Sul;P2;Veículo de Passeio 2 eixos;Passeio;56575
17.CRO;Jun-18;Norte;P2;Veículo de Passeio 2 eixos;Passeio;56826
17.CRO;Jun-18;Sul;P2;Veículo de Passeio 2 eixos;Passeio;55294
17.CRO;Jul-18;Norte;P2;Veículo de Passeio 2 eixos;Passeio;71472
17.CRO;Jul-18;Sul;P2;Veículo de Passeio 2 eixos;Passeio;71820
17.CRO;Aug-18;Norte;P2;Veículo de Passeio 2 eixos;Passeio;64322
17.CRO;Aug-18;Sul;P2;Veículo de Passeio 2 eixos;Passeio;63596
17.CRO;Sep-18;Norte;P2;Veículo de Passeio 2 eixos;Passeio;65880
17.CRO;Sep-18;Sul;P2;Veículo de Passeio 2 eixos;Passeio;65971
17.CRO;Oct-18;Norte;P2;Veículo de Passeio 2 eixos;Passeio;63428
17.CRO;Oct-18;Sul;P2;Veículo de Passeio 2 eixos;Passeio;63704
17.CRO;Nov-18;Norte;P2;Veículo de Passeio 2 eixos;Passeio;62019
17.CRO;Nov-18;Sul;P2;Veículo de Passeio 2 eixos;Passeio;61868
17.CRO;Dec-18;Norte;P2;Veículo de Passeio 2 eixos;Passeio;81198
17.CRO;Dec-18;Sul;P2;Veículo de Passeio 2 eixos;Passeio;96714
17.CRO;Jan-18;Norte;P2;Veículo Comercial 2 eixos;Comercial;8038
17.CRO;Jan-18;Sul;P2;Veículo Comercial 2 eixos;Comercial;7894
17.CRO;Feb-18;Norte;P2;Veículo Comercial 2 eixos;Comercial;7646
17.CRO;Feb-18;Sul;P2;Veículo Comercial 2 eixos;Comercial;7496
17.CRO;Mar-18;Norte;P2;Veículo Comercial 2 eixos;Comercial;8721
17.CRO;Mar-18;Sul;P2;Veículo Comercial 2 eixos;Comercial;8503
17.CRO;Apr-18;Norte;P2;Veículo Comercial 2 eixos;Comercial;8232
17.CRO;Apr-18;Sul;P2;Veículo Comercial 2 eixos;Comercial;7982
17.CRO;May-18;Norte;P2;Veículo Comercial 2 eixos;Comercial;7215
17.CRO;May-18;Sul;P2;Veículo Comercial 2 eixos;Comercial;7117
17.CRO;Jun-18;Norte;P2;Veículo Comercial 2 eixos;Comercial;8668
17.CRO;Jun-18;Sul;P2;Veículo Comercial 2 eixos;Comercial;8653
17.CRO;Jul-18;Norte;P2;Veículo Comercial 2 eixos;Comercial;8478
17.CRO;Jul-18;Sul;P2;Veículo Comercial 2 eixos;Comercial;8632
17.CRO;Aug-18;Norte;P2;Veículo Comercial 2 eixos;Comercial;9091
17.CRO;Aug-18;Sul;P2;Veículo Comercial 2 eixos;Comercial;9015
17.CRO;Sep-18;Norte;P2;Veículo Comercial 2 eixos;Comercial;8308
17.CRO;Sep-18;Sul;P2;Veículo Comercial 2 eixos;Comercial;8647
17.CRO;Oct-18;Norte;P2;Veículo Comercial 2 eixos;Comercial;8835
17.CRO;Oct-18;Sul;P2;Veículo Comercial 2 eixos;Comercial;9189
17.CRO;Nov-18;Norte;P2;Veículo Comercial 2 eixos;Comercial;8416
17.CRO;Nov-18;Sul;P2;Veículo Comercial 2 eixos;Comercial;8674
17.CRO;Dec-18;Norte;P2;Veículo Comercial 2 eixos;Comercial;8736
17.CRO;Dec-18;Sul;P2;Veículo Comercial 2 eixos;Comercial;8903
17.CRO;Jan-18;Norte;P2;Veículo de Passeio 3 eixos;Passeio;485
17.CRO;Jan-18;Sul;P2;Veículo de Passeio 3 eixos;Passeio;355
17.CRO;Feb-18;Norte;P2;Veículo de Passeio 3 eixos;Passeio;409
17.CRO;Feb-18;Sul;P2;Veículo de Passeio 3 eixos;Passeio;359
17.CRO;Mar-18;Norte;P2;Veículo de Passeio 3 eixos;Passeio;385
17.CRO;Mar-18;Sul;P2;Veículo de Passeio 3 eixos;Passeio;358
17.CRO;Apr-18;Norte;P2;Veículo de Passeio 3 eixos;Passeio;403
17.CRO;Apr-18;Sul;P2;Veículo de Passeio 3 eixos;Passeio;381
17.CRO;May-18;Norte;P2;Veículo de Passeio 3 eixos;Passeio;460
17.CRO;May-18;Sul;P2;Veículo de Passeio 3 eixos;Passeio;384
17.CRO;Jun-18;Norte;P2;Veículo de Passeio 3 eixos;Passeio;494
17.CRO;Jun-18;Sul;P2;Veículo de Passeio 3 eixos;Passeio;434
17.CRO;Jul-18;Norte;P2;Veículo de Passeio 3 eixos;Passeio;550
17.CRO;Jul-18;Sul;P2;Veículo de Passeio 3 eixos;Passeio;502
17.CRO;Aug-18;Norte;P2;Veículo de Passeio 3 eixos;Passeio;555
17.CRO;Aug-18;Sul;P2;Veículo de Passeio 3 eixos;Passeio;454
17.CRO;Sep-18;Norte;P2;Veículo de Passeio 3 eixos;Passeio;580
17.CRO;Sep-18;Sul;P2;Veículo de Passeio 3 eixos;Passeio;553
17.CRO;Oct-18;Norte;P2;Veículo de Passeio 3 eixos;Passeio;408
17.CRO;Oct-18;Sul;P2;Veículo de Passeio 3 eixos;Passeio;379
17.CRO;Nov-18;Norte;P2;Veículo de Passeio 3 eixos;Passeio;375
17.CRO;Nov-18;Sul;P2;Veículo de Passeio 3 eixos;Passeio;340
17.CRO;Dec-18;Norte;P2;Veículo de Passeio 3 eixos;Passeio;462
17.CRO;Dec-18;Sul;P2;Veículo de Passeio 3 eixos;Passeio;561
17.CRO;Jan-18;Norte;P2;Veículo Comercial 3 eixos;Comercial;8391
17.CRO;Jan-18;Sul;P2;Veículo Comercial 3 eixos;Comercial;6636
17.CRO;Feb-18;Norte;P2;Veículo Comercial 3 eixos;Comercial;7729
17.CRO;Feb-18;Sul;P2;Veículo Comercial 3 eixos;Comercial;5891
17.CRO;Mar-18;Norte;P2;Veículo Comercial 3 eixos;Comercial;8748
17.CRO;Mar-18;Sul;P2;Veículo Comercial 3 eixos;Comercial;7109
17.CRO;Apr-18;Norte;P2;Veículo Comercial 3 eixos;Comercial;8464
17.CRO;Apr-18;Sul;P2;Veículo Comercial 3 eixos;Comercial;6673
17.CRO;May-18;Norte;P2;Veículo Comercial 3 eixos;Comercial;6800
17.CRO;May-18;Sul;P2;Veículo Comercial 3 eixos;Comercial;5454
17.CRO;Jun-18;Norte;P2;Veículo Comercial 3 eixos;Comercial;9230
17.CRO;Jun-18;Sul;P2;Veículo Comercial 3 eixos;Comercial;7279
17.CRO;Jul-18;Norte;P2;Veículo Comercial 3 eixos;Comercial;9206
17.CRO;Jul-18;Sul;P2;Veículo Comercial 3 eixos;Comercial;7368
17.CRO;Aug-18;Norte;P2;Veículo Comercial 3 eixos;Comercial;9485
17.CRO;Aug-18;Sul;P2;Veículo Comercial 3 eixos;Comercial;7954
17.CRO;Sep-18;Norte;P2;Veículo Comercial 3 eixos;Comercial;9402
17.CRO;Sep-18;Sul;P2;Veículo Comercial 3 eixos;Comercial;7604
17.CRO;Oct-18;Norte;P2;Veículo Comercial 3 eixos;Comercial;9633
17.CRO;Oct-18;Sul;P2;Veículo Comercial 3 eixos;Comercial;7626
17.CRO;Nov-18;Norte;P2;Veículo Comercial 3 eixos;Comercial;9352
17.CRO;Nov-18;Sul;P2;Veículo Comercial 3 eixos;Comercial;7190
17.CRO;Dec-18;Norte;P2;Veículo Comercial 3 eixos;Comercial;9136
17.CRO;Dec-18;Sul;P2;Veículo Comercial 3 eixos;Comercial;7797
17.CRO;Jan-18;Norte;P2;Veículo de Passeio 4 eixos;Passeio;86
17.CRO;Jan-18;Sul;P2;Veículo de Passeio 4 eixos;Passeio;61
17.CRO;Feb-18;Norte;P2;Veículo de Passeio 4 eixos;Passeio;66
17.CRO;Feb-18;Sul;P2;Veículo de Passeio 4 eixos;Passeio;58
17.CRO;Mar-18;Norte;P2;Veículo de Passeio 4 eixos;Passeio;82
17.CRO;Mar-18;Sul;P2;Veículo de Passeio 4 eixos;Passeio;78
17.CRO;Apr-18;Norte;P2;Veículo de Passeio 4 eixos;Passeio;89
17.CRO;Apr-18;Sul;P2;Veículo de Passeio 4 eixos;Passeio;76
17.CRO;May-18;Norte;P2;Veículo de Passeio 4 eixos;Passeio;140
17.CRO;May-18;Sul;P2;Veículo de Passeio 4 eixos;Passeio;107
17.CRO;Jun-18;Norte;P2;Veículo de Passeio 4 eixos;Passeio;105
17.CRO;Jun-18;Sul;P2;Veículo de Passeio 4 eixos;Passeio;74
17.CRO;Jul-18;Norte;P2;Veículo de Passeio 4 eixos;Passeio;139
17.CRO;Jul-18;Sul;P2;Veículo de Passeio 4 eixos;Passeio;127
17.CRO;Aug-18;Norte;P2;Veículo de Passeio 4 eixos;Passeio;109
17.CRO;Aug-18;Sul;P2;Veículo de Passeio 4 eixos;Passeio;105
17.CRO;Sep-18;Norte;P2;Veículo de Passeio 4 eixos;Passeio;95
17.CRO;Sep-18;Sul;P2;Veículo de Passeio 4 eixos;Passeio;93
17.CRO;Oct-18;Norte;P2;Veículo de Passeio 4 eixos;Passeio;78
17.CRO;Oct-18;Sul;P2;Veículo de Passeio 4 eixos;Passeio;70
17.CRO;Nov-18;Norte;P2;Veículo de Passeio 4 eixos;Passeio;85
17.CRO;Nov-18;Sul;P2;Veículo de Passeio 4 eixos;Passeio;66
17.CRO;Dec-18;Norte;P2;Veículo de Passeio 4 eixos;Passeio;76
17.CRO;Dec-18;Sul;P2;Veículo de Passeio 4 eixos;Passeio;98
17.CRO;Jan-18;Norte;P2;Veículo Comercial 4 eixos;Comercial;14921
17.CRO;Jan-18;Sul;P2;Veículo Comercial 4 eixos;Comercial;5894
17.CRO;Feb-18;Norte;P2;Veículo Comercial 4 eixos;Comercial;17470
17.CRO;Feb-18;Sul;P2;Veículo Comercial 4 eixos;Comercial;5430
17.CRO;Mar-18;Norte;P2;Veículo Comercial 4 eixos;Comercial;18374
17.CRO;Mar-18;Sul;P2;Veículo Comercial 4 eixos;Comercial;6311
17.CRO;Apr-18;Norte;P2;Veículo Comercial 4 eixos;Comercial;17246
17.CRO;Apr-18;Sul;P2;Veículo Comercial 4 eixos;Comercial;6146
17.CRO;May-18;Norte;P2;Veículo Comercial 4 eixos;Comercial;11840
17.CRO;May-18;Sul;P2;Veículo Comercial 4 eixos;Comercial;4617
17.CRO;Jun-18;Norte;P2;Veículo Comercial 4 eixos;Comercial;17337
17.CRO;Jun-18;Sul;P2;Veículo Comercial 4 eixos;Comercial;7352
17.CRO;Jul-18;Norte;P2;Veículo Comercial 4 eixos;Comercial;17044
17.CRO;Jul-18;Sul;P2;Veículo Comercial 4 eixos;Comercial;6981
17.CRO;Aug-18;Norte;P2;Veículo Comercial 4 eixos;Comercial;17155
17.CRO;Aug-18;Sul;P2;Veículo Comercial 4 eixos;Comercial;7410
17.CRO;Sep-18;Norte;P2;Veículo Comercial 4 eixos;Comercial;15819
17.CRO;Sep-18;Sul;P2;Veículo Comercial 4 eixos;Comercial;7302
17.CRO;Oct-18;Norte;P2;Veículo Comercial 4 eixos;Comercial;16645
17.CRO;Oct-18;Sul;P2;Veículo Comercial 4 eixos;Comercial;7816
17.CRO;Nov-18;Norte;P2;Veículo Comercial 4 eixos;Comercial;17134
17.CRO;Nov-18;Sul;P2;Veículo Comercial 4 eixos;Comercial;6921
17.CRO;Dec-18;Norte;P2;Veículo Comercial 4 eixos;Comercial;13256
17.CRO;Dec-18;Sul;P2;Veículo Comercial 4 eixos;Comercial;7426
17.CRO;Jan-18;Norte;P2;Veículo Comercial 5 eixos;Comercial;10094
17.CRO;Jan-18;Sul;P2;Veículo Comercial 5 eixos;Comercial;3373
17.CRO;Feb-18;Norte;P2;Veículo Comercial 5 eixos;Comercial;11917
17.CRO;Feb-18;Sul;P2;Veículo Comercial 5 eixos;Comercial;3500
17.CRO;Mar-18;Norte;P2;Veículo Comercial 5 eixos;Comercial;12184
17.CRO;Mar-18;Sul;P2;Veículo Comercial 5 eixos;Comercial;4038
17.CRO;Apr-18;Norte;P2;Veículo Comercial 5 eixos;Comercial;11272
17.CRO;Apr-18;Sul;P2;Veículo Comercial 5 eixos;Comercial;3600
17.CRO;May-18;Norte;P2;Veículo Comercial 5 eixos;Comercial;7940
17.CRO;May-18;Sul;P2;Veículo Comercial 5 eixos;Comercial;2606
17.CRO;Jun-18;Norte;P2;Veículo Comercial 5 eixos;Comercial;12143
17.CRO;Jun-18;Sul;P2;Veículo Comercial 5 eixos;Comercial;3956
